paper_id,claim_id,claim_text,claim_location,claim_prominence,method_used,method_rung,claim_rung,gap_score,confidence,notes,replication_status,replication_evidence
2505.22637,2505.22637-01,"all seven prompt types produce a net positive steering effect but exhibit high variance across samples",abstract,3,Steering Vectors,2,2,0,5,"Empirical claim about steering variability.",NA,
2505.22637,2505.22637-02,"higher cosine similarity between training set activation differences predicts more effective steering",abstract,3,Steering Vectors + Correlation,1,2,1,4,"'predicts' from correlational analysis (R1) implies causal relationship (R2).",NA,
2505.22637,2505.22637-03,"vector steering is unreliable when the target behavior is not represented by a coherent direction",abstract,3,Steering Vectors,2,3,1,4,"'represented by a coherent direction' is R3 language about internal structure.",NA,
2301.04709,2301.04709-01,"Causal abstraction provides a theoretical foundation for mechanistic interpretability",abstract,3,Causal Abstraction Theory,2,2,0,5,"Theoretical claim; appropriate framing for the framework paper.",NA,
2301.04709,2301.04709-02,"generalizing the theory of causal abstraction from mechanism replacement to arbitrary mechanism transformation",abstract,3,Causal Abstraction Theory,2,2,0,5,"Theoretical extension claim.",NA,
2301.04709,2301.04709-03,"unifying a variety of mechanistic interpretability methods in the common language of causal abstraction",abstract,3,Causal Abstraction Theory,2,2,0,5,"Theoretical unification claim.",NA,
2403.07809,2403.07809-01,"pyvene supports customizable interventions on a range of different PyTorch modules",abstract,3,Intervention Library,2,2,0,5,"Technical capability claim; appropriate.",NA,
2403.07809,2403.07809-02,"pyvene provides a unified and extensible framework for performing interventions on neural models",abstract,3,Intervention Library,2,2,0,5,"Library functionality claim.",NA,
2403.07809,2403.07809-03,"we illustrate the power of the library via interpretability analyses using causal abstraction and knowledge localization",abstract,3,DAS/Interchange Intervention,2,2,0,5,"Demonstration claim; appropriate for library paper.",NA,
2601.03595,2601.03595-01,"SAEs decompose strategy-entangled hidden states into a disentangled feature space",abstract,3,SAE,1,3,2,4,"'disentangled feature space' is R3 representation claim from SAE analysis (R1).",NA,
2601.03595,2601.03595-02,"SAE-Steering identifies strategy-specific features from the vast pool of SAE features",abstract,3,SAE + Steering,2,3,1,4,"'strategy-specific features' implies features encode strategies (R3) from steering (R2).",NA,
2601.03595,2601.03595-03,"SAE-Steering outperforms existing methods by over 15% in control effectiveness",abstract,3,SAE + Steering,2,2,0,5,"Empirical comparison claim; appropriate.",NA,
2601.03595,2601.03595-04,"controlling reasoning strategies can redirect LRMs from erroneous paths to correct ones",abstract,3,Steering Vectors,2,2,0,5,"Causal control claim; appropriate for steering.",NA,
2512.05534,2512.05534-01,"neural networks represent meaningful concepts as directions in their representation spaces",abstract,3,SAE Theory,1,3,2,5,"'represent concepts as directions' is R3 claim from theoretical analysis (R1).",NA,
2512.05534,2512.05534-02,"we develop the first unified theoretical framework considering SDL as one optimization problem",abstract,3,SAE Theory,1,1,0,5,"Theoretical contribution claim.",NA,
2512.05534,2512.05534-03,"we provide novel theoretical explanations for empirically observed phenomena including feature absorption and dead neurons",abstract,3,SAE Theory,1,2,1,4,"'explanations for phenomena' implies causal understanding (R2) from theory (R1).",NA,
2512.13568,2512.13568-01,"neural networks achieve remarkable performance through superposition encoding multiple features as overlapping directions",abstract,3,SAE Analysis,1,3,2,4,"'achieve through superposition' implies mechanism (R3) from SAE measurement (R1).",NA,
2512.13568,2512.13568-02,"we present an information-theoretic framework measuring a neural representation's effective degrees of freedom",abstract,3,SAE Analysis,1,1,0,5,"Measurement framework claim; appropriate.",NA,
2512.13568,2512.13568-03,"our metric strongly correlates with ground truth in toy models",abstract,3,SAE Analysis,1,1,0,5,"Empirical validation claim.",NA,
2512.13568,2512.13568-04,"adversarial training can increase effective features while improving robustness contradicting the hypothesis that superposition causes vulnerability",abstract,3,SAE Analysis,1,2,1,4,"Claims about causal relationship (R2) from correlational analysis (R1).",NA,
2511.09432,2511.09432-01,"incorporating group symmetries into the SAEs yields features more useful in downstream tasks",abstract,3,SAE,1,2,1,4,"'yields features more useful' implies causal improvement from architectural change.",NA,
2511.09432,2511.09432-02,"a single matrix can explain how their activations transform as the images are rotated",abstract,3,SAE + Linear Analysis,1,3,2,4,"'explain how activations transform' is R3 mechanistic claim.",NA,
2511.09432,2511.09432-03,"adaptive SAEs discover features that lead to superior probing performance compared to regular SAEs",abstract,3,SAE + Probing,1,2,1,4,"'discover features' implies representational claim (R3) from probing evaluation (R1).",NA,
2505.24859,2505.24859-01,"steering effectively controls the targeted summary properties",abstract,3,Steering Vectors,2,2,0,5,"Causal control claim; appropriate for steering.",NA,
2505.24859,2505.24859-02,"high steering strengths consistently degrade both intrinsic and extrinsic text quality",abstract,3,Steering Vectors,2,2,0,5,"Empirical finding about steering trade-offs.",NA,
2505.24859,2505.24859-03,"combining steering and prompting yields the strongest control over text properties",abstract,3,Steering Vectors,2,2,0,5,"Empirical comparison claim.",NA,
2508.11214,2508.11214-01,"the language of causality and specifically the theory of causal abstraction provides a fruitful lens on computational implementation",abstract,3,Causal Abstraction Theory,2,2,0,5,"Theoretical framing claim.",NA,
2508.11214,2508.11214-02,"we offer an account of computational implementation grounded in causal abstraction",abstract,3,Causal Abstraction Theory,2,2,0,5,"Theoretical contribution claim.",NA,
2411.08745,2411.08745-01,"the output language is encoded in the latent at an earlier layer than the concept to be translated",abstract,3,Activation Patching,2,3,1,5,"'encoded in the latent' is R3 representation claim from patching (R2).",NA,
2411.08745,2411.08745-02,"we can change the concept without changing the language and vice versa through activation patching alone",abstract,3,Activation Patching,2,2,0,5,"Causal manipulation claim; appropriate for patching.",NA,
2411.08745,2411.08745-03,"patching with the mean representation of a concept across different languages improves translation",abstract,3,Activation Patching,2,2,0,5,"Empirical finding about patching effect.",NA,
2411.08745,2411.08745-04,"results provide evidence for the existence of language-agnostic concept representations",abstract,3,Activation Patching,2,3,1,4,"'existence of representations' is R3 claim from intervention evidence (R2).",NA,
2507.20936,2507.20936-01,"early MLP layers attend not only to the syntactic structure but also process its semantic content",abstract,3,Activation Patching,2,3,1,5,"'process semantic content' is R3 mechanistic claim.",NA,
2507.20936,2507.20936-02,"these layers transform persona tokens into richer representations which are then used by middle MHA layers",abstract,3,Activation Patching,2,3,1,5,"'transform into representations' and 'used by' is R3 mechanistic language.",NA,
2507.20936,2507.20936-03,"we identify specific attention heads that disproportionately attend to racial and color-based identities",abstract,3,Activation Patching,2,2,0,5,"Empirical finding about attention patterns.",NA,
2504.02976,2504.02976-01,"patching the first feedforward layer recovered 56% of correct preference demonstrating that associative knowledge is distributed",abstract,3,Activation Patching,2,3,1,4,"'knowledge is distributed' is R3 claim about storage from patching (R2).",NA,
2504.02976,2504.02976-02,"patching the final output layer completely restored accuracy indicating that definitional knowledge is localised",abstract,3,Activation Patching,2,3,1,5,"'knowledge is localised' is R3 storage claim.",NA,
2504.02976,2504.02976-03,"factual knowledge is more localized and associative knowledge depends on distributed representations",abstract,3,Activation Patching,2,3,1,4,"'depends on distributed representations' is R3 mechanistic claim.",NA,
2502.03714,2502.03714-01,"USAEs jointly learn a universal concept space that can reconstruct and interpret the internal activations of multiple models",abstract,3,SAE,1,3,2,4,"'universal concept space' and 'interpret activations' is R3 from SAE (R1).",NA,
2502.03714,2502.03714-02,"the learned dictionary captures common factors of variation concepts across different tasks architectures and datasets",abstract,3,SAE,1,3,2,4,"'captures concepts' is R3 representation claim.",NA,
2502.03714,2502.03714-03,"USAEs discover semantically coherent and important universal concepts across vision models",abstract,3,SAE,1,3,2,5,"'discover concepts' is strong R3 claim from SAE analysis (R1).",NA,
2509.18127,2509.18127-01,"SAEs facilitate interpretability research to clarify model behavior by explaining single-meaning atomic features",abstract,3,SAE Attribution,1,3,2,4,"'explaining atomic features' implies R3 understanding from SAE (R1).",NA,
2509.18127,2509.18127-02,"Safe-SAIL systematically identifies SAE with best concept-specific interpretability",abstract,3,SAE Attribution,1,2,1,4,"'identifies' implies causal role determination.",NA,
2509.18127,2509.18127-03,"we extract a rich and diverse set of safety-relevant features that effectively capture high-risk behaviors",abstract,3,SAE Attribution,1,3,2,4,"'features capture behaviors' is R3 claim from SAE (R1).",NA,
2601.02989,2601.02989-01,"latent counts are computed and stored in the final item representations of each part",abstract,3,Causal Mediation,2,3,1,5,"'computed and stored' is R3 mechanistic claim.",NA,
2601.02989,2601.02989-02,"counts are transferred to intermediate steps via dedicated attention heads",abstract,3,Causal Mediation,2,3,1,5,"'dedicated attention heads' and 'transferred' is R3 circuit language.",NA,
2601.02989,2601.02989-03,"this strategy enables LLMs to surpass architectural limitations and achieve high accuracy on large-scale counting",abstract,3,Behavioral + Causal Analysis,2,2,0,5,"Empirical claim about method effectiveness.",NA,
2512.18092,2512.18092-01,"neuron identification can be viewed as the inverse process of machine learning",abstract,3,Neuron Attribution Theory,1,1,0,5,"Theoretical framing claim.",NA,
2512.18092,2512.18092-02,"we derive generalization bounds for widely used similarity metrics to guarantee faithfulness",abstract,3,Neuron Attribution Theory,1,1,0,5,"Theoretical contribution claim.",NA,
2512.18092,2512.18092-03,"we propose a bootstrap ensemble procedure that quantifies stability along with guaranteed coverage probability",abstract,3,Neuron Attribution,1,1,0,5,"Methodological claim.",NA,
