paper_id,claim_id,claim_text,claim_location,claim_prominence,method_used,method_rung,claim_rung,gap_score,confidence,hedge_flag,reasoning
2404.03592,2404.03592-02,interventions on linear subspaces of representations have provided increasing evidence that human-interpretable concepts are encoded linearly,introduction,2,"Interventional interpretability methods including distributed interchange intervention (DII) and distributed alignment search (DAS), which are forms of activation patching on linear subspaces",2,3,1,5,1,"The method described involves distributed interchange intervention (DII) and distributed alignment search (DAS), which are interventional techniques that modify representations in linear subspaces and measure causal effects. This places the method at Rung 2 (Interventional). The claim states that 'human-interpretable concepts are encoded linearly', using the word 'encoded' which is a Rung 3 linguistic marker indicating mechanistic representation. According to the decision tree for 'encodes/represents/stores', since the paper provides interventional evidence (Rung 2) but the claim is about the underlying mechanism (encoding), this should be classified as Rung 3. The claim is hedged with 'have provided increasing evidence that', so hedge_flag=1. The confidence is high (5) because the method is clearly interventional (patching subspaces) and the claim clearly uses mechanistic language ('encoded') about representation."
2404.03592,2404.03592-03,DAS is highly expressive and can effectively localize concepts within model representations,body,1,Distributed alignment search (DAS),2,3,1,5,0,"The method used is Distributed Alignment Search (DAS), which is an interventional method involving subspace interventions and causal testing (e.g., distributed interchange interventions). This qualifies as Rung 2 (Interventional) per the codebook. The claim states that DAS 'can effectively localize concepts within model representations'—the term 'localize concepts' implies identifying the specific mechanism or circuit responsible, which constitutes a mechanistic/counterfactual claim (Rung 3). There is no hedge (e.g., 'may' or 'suggests'), so hedge_flag=0. This matches the common overclaim pattern of using interventional methods (Rung 2) to support mechanistic claims (Rung 3), as seen in the IOI circuit paper calibration example."
2404.03592,2404.03592-04,a linear subspace distributed across a set of neurons can achieve generalised control over a vast number of tasks,discussion,2,Distributed alignment search (DAS) and intervention training,2,3,1,5,0,"The method used is intervention-based (DAS and ReFT training), which involves modifying representations and measuring effects on model behavior. This qualifies as Rung 2 (Interventional) per the codebook (e.g., DAS interchange, steering vectors). The claim states that a 'linear subspace... can achieve generalised control', using the strong mechanistic verb 'achieve' and implying a functional role ('control over tasks'). This goes beyond causal effect to assert what the mechanism *does*, which aligns with Rung 3 markers like 'performs', 'controls', or 'is responsible for'. There is no hedge (e.g., 'may' or 'suggests'), so hedge_flag=0. The claim is made confidently in the discussion as a conclusion from their interventional results, though it infers a general mechanism from specific interventions, creating a +1 overclaim gap. Confidence is high (5) as both method and claim are clearly defined in the text."
2404.03592,2404.03592-05,LoReFT shows that training a set of low-rank interventions on selected residual streams can induce a base LM to follow instructions,discussion,2,Interventional (LoReFT/ReFT training with low-rank subspace interventions),2,3,1,5,0,"The method used is LoReFT, which involves training low-rank interventions on residual streams. This is an interventional method (Rung 2) because it modifies model representations during inference and measures the resulting behavioral changes, as seen in the instruction-following experiments. The claim, however, states that LoReFT 'shows that training... can induce a base LM to follow instructions', which attributes a mechanistic function ('induce') to the intervention. The verb 'induce' implies a direct causal mechanism or control, going beyond mere causal effect to suggest a functional role, which aligns with Rung 3 linguistic markers like 'controls' or 'is responsible for'. There is no hedge (e.g., 'may', 'suggests'), so hedge_flag=0. The claim is stated as a definitive finding about the mechanism, not just its effect."
2104.08164,2104.08164-01,The factual knowledge acquired during pre-training and stored in the parameters of Language Models,abstract,3,constrained optimization with hyper-network,2,3,1,5,0,"The method used is constrained optimization with a hyper-network to modify model parameters, which constitutes an intervention (Rung 2). The claim uses the word 'stored', which according to the codebook's decision tree for polysemous terms ('encodes'/'represents'/'stores') defaults to Rung 3 unless clearly used in a decodability sense. Here, 'stored in the parameters' implies a mechanistic claim about memory representation, not just correlational evidence. There is no hedge (e.g., 'may store'), so hedge_flag=0. The claim appears in the abstract, indicating high prominence, and aligns with the paper's core narrative of editing 'memories'. This matches the ROME paper pattern where causal tracing (Rung 2) supports 'storing' claims (Rung 3), creating a +1 overclaim gap."
2104.08164,2104.08164-02,our hyper-network can be regarded as a probe revealing which components need to be changed to manipulate factual knowledge,abstract,3,constrained optimization with hyper-network,2,3,1,4,1,"The method used is constrained optimization with a hyper-network that modifies model parameters based on factual revisions, which constitutes an intervention (Rung 2). The claim states the hyper-network 'can be regarded as a probe revealing which components need to be changed' - the phrase 'revealing which components' implies a mechanistic interpretation about what the model 'needs' to change, suggesting a Rung 3 claim about underlying mechanisms. However, the hedge 'can be regarded as' reduces the strength of the claim. This follows the pattern where intervention methods (Rung 2) are used to support mechanistic claims (Rung 3), creating a +1 gap, but the explicit hedge tempers the overclaim."
2104.08164,2104.08164-03,our analysis shows that the updates tend to be concentrated on a small subset of components,abstract,3,Hyper-network analysis of weight updates,1,1,0,5,1,"The claim 'our analysis shows that the updates tend to be concentrated on a small subset of components' is based on observational analysis of weight updates (method_rung 1). The linguistic markers 'analysis shows' and 'tend to be concentrated' indicate an associational claim about where updates occur, not a causal or mechanistic claim. The hedge 'tend to' makes this a hedged R1 claim. This is consistent with the method used - examining update patterns without intervention. No functional or mechanistic language is used that would elevate it to R2 or R3."
2104.08164,2104.08164-04,our hyper-network can be regarded as a probe revealing the causal mediation mechanisms,body,1,constrained optimization with hyper-network,2,3,1,4,1,"The method used is constrained optimization to modify model parameters, which constitutes an intervention (Rung 2). The claim states the hyper-network 'reveals the causal mediation mechanisms' - the term 'mechanisms' (plural of 'the mechanism') indicates a Rung 3 claim about underlying causal structures. The hedge 'can be regarded as' reduces confidence slightly but doesn't change the rung assignment. This follows the pattern where intervention methods (Rung 2) are used to support mechanistic claims (Rung 3), creating a +1 gap."
2104.08164,2104.08164-05,the knowledge manipulation seems to be achieved by primarily modifying parameters affecting the shape of the attention distribution,body,1,ROME editing (weight modification),2,3,1,5,1,"The method used is ROME editing, which modifies model weights to alter factual predictions. This is an interventional method (Rung 2) as it directly changes parameters and observes effects. The claim states that 'the knowledge manipulation seems to be achieved by primarily modifying parameters affecting the shape of the attention distribution'. The phrase 'achieved by' attributes a functional mechanism to the intervention, and 'modifying parameters affecting the shape' implies a mechanistic role in how the model performs the task, which constitutes a Rung 3 claim. The word 'seems' is a clear hedge, hence hedge_flag=1. This follows the pattern where interventional methods (Rung 2) are used to support mechanistic claims (Rung 3), resulting in a +1 gap."
2511.22662,2511.22662-01,The core difficulty we identify is that distinguishing strategic deception from simpler behaviours requires making claims about a model's internal beliefs and goals,introduction,2,Conceptual argument and analysis of existing works,1,1,0,5,0,"The claim is made based on conceptual arguments and analysis of existing empirical works, which falls under Rung 1 (Observational/Associational) as it involves no intervention on model internals. The claim itself uses the phrase 'requires making claims about a model's internal beliefs and goals', which is an associational statement about the necessity of belief attribution in distinguishing deception types, not asserting a causal mechanism or unique circuit. It does not use strong mechanistic language like 'encodes', 'performs', or 'the circuit', nor does it claim causality. The claim is stated confidently without hedging ('we argue that'), hence hedge_flag=0. This is a meta-level claim about evaluation difficulties, not a claim about model internals per se, but it is grounded in observational analysis of prior work."
2511.22662,2511.22662-02,What must be true about the internal state of the language model when it is lying or deceiving for a classifier such as an activation probe to provide good classification performance,body,1,Conceptual analysis,1,1,0,5,1,"The claim is a conceptual question about what must be true for activation probes to work, not an empirical claim about a specific method's results. The method used is conceptual analysis of probe requirements, which is observational (Rung 1). The claim itself is phrased as a question about necessary conditions, using hedging ('what must be true'), and appears in a section discussing probe limitations. It does not assert that probes do work or make mechanistic claims about deception circuits, so it stays at Rung 1. The hedge flag is 1 because the entire claim is framed as a question/open problem rather than a definitive statement."
2511.22662,2511.22662-03,Model beliefs are not stable and are far more context dependent than animal or human beliefs,body,1,Conceptual argument and analysis of model behavior across prompts,1,1,0,5,0,"The claim 'Model beliefs are not stable and are far more context dependent than animal or human beliefs' is based on observational evidence from prompt manipulations (e.g., plausibility checks, roleplay prompts) and conceptual analysis, not interventions. This aligns with Rung 1 (Observational/Associational) methods like activation logging or prompt analysis. The claim uses associational language ('context dependent') rather than causal or mechanistic terms, placing it at Claim Rung 1. There is no hedge ('may', 'suggests'), so hedge_flag=0. The evidence in Sections 2.2-2.3 shows models changing responses based on prompts, but no causal interventions (e.g., patching, ablation) were used to establish necessity or sufficiency. Confidence is high (5) as the method and claim types are clearly observational and correlational."
2511.22662,2511.22662-04,We find very low agreement between a full-transcript autorater and the MASK labels,results,1,Autorater evaluation,1,1,0,5,0,"The method used is autorater evaluation, which involves having a model or human rate transcripts for deception. This is an observational method (Rung 1) as it records judgments without intervening on the model. The claim 'We find very low agreement between a full-transcript autorater and the MASK labels' is associational, stating a correlation between two labeling methods without making causal or mechanistic claims. It uses no linguistic markers indicating causality or mechanism (e.g., 'causes', 'mediates', 'encodes'). The claim is stated as a factual observation with no hedging language. This is a clear Rung 1 claim supported by a Rung 1 method, with no overclaiming."
2511.22662,2511.22662-05,It is mostly true today that models behaving strategically deceptively have a consistent mechanism when they deceive,body,1,Observational/Associational,1,3,2,4,1,"The claim states that models have a 'consistent mechanism when they deceive', which uses the word 'mechanism'—a Rung 3 linguistic marker indicating a mechanistic or counterfactual claim about internal structure (per the codebook's Decision Tree for 'the circuit'/'the mechanism'). However, the paper does not present new interventional or counterfactual evidence to support this claim. Instead, it references prior works (e.g., Section 3.2) that rely on observational analysis of chain-of-thought (CoT) outputs, which is a Rung 1 method (activation logging/observational). The claim is hedged with 'mostly true today', so hedge_flag=1. The method (R1) does not support the claim (R3), but the claim is not the paper's own empirical finding—it's a synthesis of existing literature. Confidence is 4 because the rung assignment is clear, though the claim is meta-analytic rather than primary."
2503.10894,2503.10894-01,HyperDAS achieves state-of-the-art performance on the RAVEL benchmark for disentangling concepts in hidden states,abstract,3,Interchange intervention (DAS variant),2,2,0,5,0,"The method used is interchange intervention (specifically a DAS variant), which is interventional and establishes causal effects, placing it at Rung 2. The claim states that HyperDAS 'achieves state-of-the-art performance on the RAVEL benchmark for disentangling concepts in hidden states'. The RAVEL benchmark evaluates causal disentanglement via interchange interventions, and 'disentangling concepts' here refers to successfully changing targeted attributes while preserving others (as defined in the paper's RAVEL Metrics section). This is a claim about causal performance on a benchmark, not about the internal mechanism or uniqueness of the solution, so it matches Rung 2. There is no hedge (e.g., 'may' or 'suggests'), so hedge_flag is 0. The claim is well-aligned with the method, and the context makes the rung assignment clear."
2503.10894,2503.10894-02,features that mediate concepts and enable predictable manipulation,abstract,3,Interchange intervention,2,2,0,5,0,"The claim 'features that mediate concepts and enable predictable manipulation' uses the term 'mediate', which is a canonical Rung 2 linguistic marker according to the codebook (e.g., 'mediates', 'influences', 'is sufficient for'). The method used is interchange intervention (explicitly mentioned in the paper as 'interchange intervention' and 'DAS'), which is classified as Rung 2 (Interventional) in the codebook. The claim directly matches the method's capabilities - showing causal mediation through intervention - without making stronger mechanistic claims about encoding, representation, or uniqueness. There is no hedge present in the claim."
2503.10894,2503.10894-03,HyperDAS automatically locates the token-positions of the residual stream that a concept is realized in,abstract,3,Interchange intervention (DAS variant),2,3,1,5,0,"The method used is interchange intervention (specifically a DAS variant), which is interventional and establishes causal effects, placing it at Rung 2. The claim states that HyperDAS 'automatically locates the token-positions... that a concept is realized in', using the phrase 'realized in', which implies a mechanistic/representational claim about how the concept is implemented in the model. This constitutes a Rung 3 claim (mechanistic/counterfactual) as it goes beyond causal mediation to suggest discovery of the actual realization mechanism. There is no hedge present. This matches the common overclaim pattern of Rung 2 methods (intervention) supporting Rung 3 claims (mechanistic realization)."
2503.10894,2503.10894-04,Interchange interventions identify neural representations that are causal mediators of high-level concepts,body,1,Interchange intervention,2,2,0,5,0,"The method used is interchange intervention, which is explicitly listed in the codebook under Rung 2 (Interventional) methods. The claim states that these interventions 'identify neural representations that are causal mediators', using the term 'causal mediators' which is a Rung 2 linguistic marker according to the codebook (e.g., 'mediates' is listed as a Rung 2 marker). The claim directly matches the method's capabilities without overreaching to mechanistic or counterfactual claims (Rung 3). There is no hedging language present in the claim."
2503.10894,2503.10894-05,at deeper layers the hypernetwork learns to intervene on unintuitive positions... which were previously unknown to store attributes,results,1,Interchange intervention,2,3,1,4,0,"The method used is interchange intervention (patching features to counterfactual values), which is interventional and thus Rung 2. The claim states that the model 'learns to intervene on unintuitive positions... which were previously unknown to store attributes'. The phrase 'store attributes' is a mechanistic claim implying representation/encoding (Rung 3), as per the decision tree for 'stores'/'encodes'. This goes beyond the causal evidence provided by interchange interventions, which can show mediation but not necessarily storage. The claim is stated definitively without hedging (e.g., 'may store'), hence hedge_flag=0. Confidence is 4 because while 'store' is clearly Rung 3 language, the context of automated localization could be interpreted as functional, but the storage implication dominates."
2506.18167,2506.18167-01,We demonstrate that these behaviors are mediated by linear directions in the model's activation space and can be controlled using steering vectors,abstract,3,steering vectors,2,2,0,5,0,"The method used is steering vectors, which is listed in the codebook as a Rung 2 (Interventional) method because it involves adding a direction to activations and observing changes in behavior. The claim states that the behaviors are 'mediated by linear directions' and 'can be controlled using steering vectors'. The term 'mediated' is a Rung 2 linguistic marker according to the codebook (e.g., 'mediates', 'influences'). The claim does not use stronger Rung 3 language like 'encodes', 'represents', 'performs', or 'the mechanism', nor does it make uniqueness or functional computation claims. Therefore, the claim_rung is 2, matching the method_rung. The claim is stated definitively without hedging words like 'may' or 'suggests', so hedge_flag is 0. The alignment between method and claim rung is clear and unambiguous, leading to high confidence."
2506.18167,2506.18167-02,Positive steering increases behaviors such as backtracking and uncertainty estimation while negative steering suppresses them confirming the causal influence,results,1,steering vectors,2,2,0,5,0,"The method used is steering vectors, which is an interventional technique (Rung 2) as it involves adding or subtracting vectors to activations at inference time and measuring the effect. The claim states that steering 'increases' and 'suppresses' behaviors and explicitly concludes 'confirming the causal influence', which uses Rung 2 language ('causal influence'). There is no mechanistic or uniqueness language (e.g., 'encodes', 'the circuit', 'responsible for') that would elevate it to Rung 3. The claim is direct and unhedged. This is a well-aligned Rung 2 method supporting a Rung 2 claim."
2506.18167,2506.18167-03,These effects are consistent across both DeepSeek-R1-Distill models reinforcing the hypothesis that Thinking LLMs encode these reasoning mechanisms as linear directions,results,1,steering vectors with attribution patching,2,3,1,5,1,"The method used is steering vectors combined with attribution patching (a form of activation patching), which is an interventional method (Rung 2) as it measures causal effects of adding/subtracting vectors. The claim uses 'encode' which is a Rung 3 linguistic marker per the codebook. According to the decision tree for 'encodes', even though the paper provides interventional evidence, the claim is about the underlying mechanism ('these reasoning mechanisms as linear directions') rather than just the intervention result, so it should be coded as Rung 3. The word 'hypothesis' serves as an explicit hedge, so hedge_flag=1. The claim goes beyond what the intervention can establish by asserting a specific representational mechanism, creating a +1 rung gap."
2506.18167,2506.18167-04,Several reasoning behaviors in thinking models can be isolated to specific directions in the model's activation space enabling precise control through steering vectors,conclusion,2,Steering vectors with attribution patching,2,3,1,5,0,"The method used is steering vectors combined with attribution patching (a form of activation patching), which is an interventional method (Rung 2) as it measures causal effects of adding/subtracting vectors. The claim states that behaviors 'can be isolated to specific directions' and 'enabling precise control', which implies a mechanistic understanding of how the model implements these behaviors - this is Rung 3 language ('isolated to specific directions' suggests these are the actual mechanisms). The claim is stated definitively without hedging (hedge_flag=0). This follows the common overclaim pattern of using Rung 2 methods (steering/patching) to support Rung 3 mechanistic claims about model internals."
2506.18167,2506.18167-05,Our findings indicate that the DeepSeek-R1-Distill models have distinct mechanisms to achieve their reasoning process,results,1,Attribution patching and steering vector intervention,2,3,1,5,0,"The method used is attribution patching (a linear approximation of activation patching) and steering vector intervention, both of which are interventional techniques that establish causal effects under specific interventions, placing them at Rung 2. The claim states that the models have 'distinct mechanisms to achieve their reasoning process,' which uses the word 'mechanisms' in a definite, mechanistic sense implying the discovery of actual computational structures (Rung 3). This is not merely stating that interventions change behavior (Rung 2), but that specific internal mechanisms exist and are distinct. There is no hedging (e.g., 'may have' or 'suggests'), so hedge_flag is 0. The claim is made confidently in the results section, and the use of 'mechanisms' without qualification aligns with the decision tree for mechanistic claims, making this a clear case of Rung 3 claim based on Rung 2 methods."
2506.03292,2506.03292-01,scaling HYPERSTEER with thousands of steering prompts exceeds the performance of state-of-the-art activation steering methods,abstract,3,Activation steering with hypernetworks trained end-to-end on language modeling objective,2,2,0,5,0,"The method used is activation steering via hypernetworks that are trained end-to-end to generate steering vectors, which involves intervention (adding vectors to activations) and training based on model output — this qualifies as Rung 2 (Interventional). The claim states that scaling HYPERSTEER 'exceeds the performance' of other activation steering methods, which is a causal/empirical performance claim about sufficiency and effectiveness under intervention, matching Rung 2 language (e.g., 'outperforms', 'exceeds'). There is no mechanistic or counterfactual language (e.g., 'encodes', 'the mechanism', 'uniquely responsible'), so it does not rise to Rung 3. The claim is stated definitively without hedges like 'may' or 'suggests', so hedge_flag=0. The abstract and results consistently frame this as a performance comparison under intervention, supporting a confident Rung 2 → Rung 2 assignment with no overclaim."
2506.03292,2506.03292-02,HYPERSTEER performs on par with steering-via-prompting,abstract,3,Activation steering with hypernetworks trained end-to-end on language modeling objective,2,2,0,5,0,"The method used is activation steering via a hypernetwork trained end-to-end to generate steering vectors, which involves an intervention (adding vectors to activations) and training on a language modeling objective. This qualifies as Rung 2 (Interventional) because it measures causal effects of the steering vectors on model outputs. The claim 'HYPERSTEER performs on par with steering-via-prompting' is about comparative performance on a behavioral metric (steering score), which is a causal/behavioral claim but does not assert a mechanism or uniqueness. It uses 'performs' in a behavioral sense, not a functional/mechanistic one, so it aligns with Rung 2. There is no hedge (e.g., 'may', 'suggests'), so hedge_flag=0. The claim is stated as a direct empirical result, matching the method's rung."
2506.03292,2506.03292-03,our cross-attention HYPERSTEER variant performs better on unseen steering prompts than every supervised activation steering baseline,results,2,activation steering with hypernetworks trained end-to-end on language modeling objective,2,2,0,5,0,"The method used is activation steering via a hypernetwork trained end-to-end to generate steering vectors, which involves intervention (adding vectors to activations) and training on a language modeling objective. This qualifies as Rung 2 (Interventional) because it measures causal effects through intervention. The claim states that the cross-attention variant 'performs better' on unseen prompts than baselines, which is a comparative performance claim about causal efficacy—this aligns with Rung 2 language like 'outperforms' or 'improves performance'. There is no mechanistic or counterfactual language (e.g., 'encodes', 'the mechanism', 'necessity'), so it does not rise to Rung 3. The claim is stated definitively without hedges like 'may' or 'suggests', so hedge_flag=0. The claim and method are well-aligned (both Rung 2), and the context from Figure 2 and Table 1 supports this empirical, interventional interpretation."
2506.03292,2506.03292-04,as training data increases HYPERSTEER becomes much more economical than supervised activation steering,results,1,Scaling analysis with ablation and performance comparison,1,2,1,4,0,"The claim 'as training data increases HYPERSTEER becomes much more economical than supervised activation steering' is made in the Results section and is supported by Figure 3, which shows the TFLOPs required to reach a target loss decreasing with more training data for HYPERSTEER, while remaining constant for ReFT-r1. The method involves observational comparison of training efficiency (TFLOPs) across different data scales, which is correlational (Rung 1). However, the claim asserts a causal relationship about cost-effectiveness improving with scale, which goes beyond mere correlation and implies a functional dependence (Rung 2). There is no interventional manipulation of the scaling factor itself to test necessity or sufficiency, so the method remains Rung 1. The claim is stated definitively without hedging (e.g., 'becomes much more economical'), so hedge_flag=0. Confidence is high (4) due to clear graphical evidence and consistent trend, though the causal interpretation edges beyond the strictly observational method."
2506.03292,2506.03292-05,cross-attention's residual inter-concept similarity is weakened by additional conditioning but not at the cost of steering performance,body,1,Cross Attention,2,2,0,5,0,"The method used is cross-attention in the hypernetwork, which conditions the steering vector on the base model's internal activations. This is an interventional method (Rung 2) because it involves modifying the model's computation (via generated steering vectors) and measuring effects on output. The claim states that 'residual inter-concept similarity is weakened by additional conditioning but not at the cost of steering performance'—this describes a causal effect of the conditioning (intervention) on both similarity and performance, using language like 'is weakened by' and 'not at the cost of', which aligns with Rung 2 causal claims. There is no mechanistic or counterfactual language (e.g., 'encodes', 'the mechanism', 'necessity'), so it does not rise to Rung 3. The claim is stated definitively without hedging (e.g., 'may' or 'suggests'), so hedge_flag=0. Confidence is high (5) due to clear alignment between method and claim language."
2510.01070,2510.01070-02,secret knowledge can be successfully extracted from the model's internal states even when it is not verbalized explicitly,results,1,logit lens and SAE feature attribution,1,3,2,5,0,"The methods used are logit lens and SAE feature attribution, which are observational techniques that examine model activations without intervention, placing them at Rung 1. The claim states that 'secret knowledge can be successfully extracted from the model's internal states', using the verb 'extracted' which implies a mechanistic process of retrieving stored information. This constitutes a Rung 3 claim as it attributes representational/encoding properties to the model's internals. The claim is stated as a definitive finding without hedging language like 'may' or 'suggests'. This follows the common overclaim pattern of using SAE/probing methods (Rung 1) to support 'represents/encodes' claims (Rung 3), creating a +2 gap."
2510.01070,2510.01070-03,Model internals reveal secrets that its output conceals... white-box methods reveal strong signals corresponding to the female gender during this refusal,body,1,SAE feature attribution and logit lens,1,3,2,5,0,"The methods used are SAE feature attribution and logit lens, both observational techniques that record activations without intervention, placing them at Rung 1. The claim states that 'white-box methods reveal strong signals corresponding to the female gender', which uses the phrase 'corresponding to' to imply a mechanistic representation of gender in the model's internals. This constitutes a Rung 3 claim as it asserts what the model 'encodes' or 'represents' (per the decision tree for 'represents'), going beyond mere correlation to imply internal representation. The claim is stated as a definitive finding without hedging language like 'may' or 'suggests'. This matches the calibration pattern of Rung 1 methods (SAE/probing) making Rung 3 claims about representation, as seen in the ROME paper where causal tracing (R2) was used to claim 'storing' (R3)."
2510.01070,2510.01070-04,Fine-tuned model organisms successfully internalize secret knowledge... MOs have successfully internalized their secret knowledge and are aware of it,results,2,Downstream task evaluation with in-context baseline comparison,1,3,2,4,0,"The method used is downstream task performance comparison to a base model and an in-context baseline, which is correlational/observational (Rung 1). The claim uses strong mechanistic language: 'successfully internalized' and 'are aware of it'—'internalized' implies a specific cognitive mechanism and 'aware' attributes subjective experience, both Rung 3 markers. There is no hedge (e.g., 'may' or 'suggests'). The evidence shows the model performs well on a task requiring the secret, but this does not prove the specific mechanism of 'internalization' or 'awareness', creating a +2 gap."
2510.01070,2510.01070-05,Since models must internally represent secret knowledge to use it we should be able to extract it through mechanistic interpretability techniques,body,1,Logit lens and SAE feature attribution,1,3,2,5,1,"The claim states that models 'must internally represent secret knowledge' (Rung 3 mechanistic claim using 'represents') and that we 'should be able to extract it' through interpretability techniques. The methods used (logit lens and SAEs) are observational/associational (Rung 1) as they only show correlations between activations and secret knowledge without intervention. The hedge 'should be able to' is present, but the core claim about internal representation is stated as a mechanistic fact. This follows the common overclaim pattern of SAE/probing methods (R1) supporting 'represents' claims (R3), creating a +2 gap."
2410.08417,2410.08417-01,Eigendecomposition of bilinear MLP weights reveals interpretable low-rank structure across toy tasks image classification and language modeling,abstract,3,Eigendecomposition of bilinear MLP weights,1,3,2,5,0,"The method used is eigendecomposition of weights, which is a form of linear algebraic analysis without intervention on the model during inference. This qualifies as Rung 1 (Observational/Associational) per the codebook, similar to PCA/SVD. The claim states that this method 'reveals interpretable low-rank structure', using the strong verb 'reveals' and implying discovery of intrinsic, meaningful structure (i.e., mechanism). This constitutes a Rung 3 claim because it attributes mechanistic understanding ('interpretable') and structure ('low-rank') to the model's computation, going beyond mere correlation. There is no hedge (e.g., 'suggests', 'may') in the claim. The confidence is high (5) because the method is clearly observational and the claim makes a strong mechanistic interpretation."
2410.08417,2410.08417-02,For MNIST top eigenvectors represent curve segments specific to each digit class; for Fashion-MNIST top eigenvectors function as localized edge detectors,body,1,Eigendecomposition of bilinear tensor (weight-based analysis),1,3,2,5,0,"The method used is weight-based eigendecomposition of the bilinear tensor, which is observational/associational (Rung 1) as it analyzes weights without intervention. The claim uses strong mechanistic language: 'represent' and 'function as' imply the eigenvectors encode specific visual features (curve segments, edge detectors), which are Rung 3 claims about what the components fundamentally are and do. There is no hedge ('may represent', 'suggests'), and the claim is stated as a definitive finding. This matches the 'probing → represents' overclaim pattern where observational methods support mechanistic claims."
2410.08417,2410.08417-03,Adversarial masks constructed from eigenvectors cause misclassification demonstrating causal importance of extracted features,body,1,Adversarial mask construction from eigenvectors without forward passes,1,2,1,4,0,"The method involves constructing adversarial masks directly from eigenvectors derived from weight analysis (Section 4.4), which is an observational technique based on weight structure without intervention during training or evaluation. This aligns with Rung 1 (Observational/Associational) as it analyzes weight patterns without actively intervening in the model's computation. The claim asserts 'causal importance', which is a Rung 2 (Interventional) claim because it attributes causal effect to the features. The construction and application of masks constitutes a form of intervention (input-level), but the method's foundation is weight-based analysis rather than systematic causal testing like ablation or patching. The claim is stated definitively without hedging ('demonstrating causal importance'), hence hedge_flag=0. Confidence is 4 due to clear method description but some ambiguity in whether mask application qualifies as full interventional method."
2410.08417,2410.08417-04,A sentiment negation circuit in layer 4 computes not-good and not-bad features via AND-gate-like interactions,body,1,eigendecomposition of bilinear tensor,1,3,2,5,0,"The method used is eigendecomposition of the bilinear tensor weights, which is a purely observational/associational technique (Rung 1) as it involves no intervention on the model. The claim uses strong mechanistic language: 'circuit' (implying a unique mechanism), 'computes' (functional attribution), and 'AND-gate-like interactions' (describing a computational mechanism). According to the codebook, 'the circuit' and 'computes' are Rung 3 linguistic markers. The claim asserts a specific computational mechanism without providing interventional or counterfactual evidence, constituting a +2 overclaim (R1 method → R3 claim). The claim is stated definitively without hedging words like 'may' or 'suggests'."
2410.08417,2410.08417-05,Many SAE output features are well-correlated with low-rank eigenvector approximations particularly at large activation values,body,1,Eigendecomposition of bilinear tensor to approximate SAE output feature activations,1,1,0,5,0,"The method used is eigendecomposition of the bilinear tensor to approximate SAE output feature activations, which is an observational/associational technique (Rung 1) as it involves analyzing weight structure without intervention. The claim uses 'well-correlated' and 'approximations', which are Rung 1 linguistic markers indicating association rather than causation. The claim is appropriately matched to the method, with no overclaiming. The statement is presented as an empirical observation from the analysis, not as a mechanistic claim about how the model works. This is a clear case with no ambiguity."
2406.11779,2406.11779-01,The model outputs the largest logit on the true max token by attending more to larger tokens via the QK circuit and copying the tokens it attends to via the OV circuit,body,1,SVD and ablation,2,3,1,5,0,"The method used is SVD (singular value decomposition) on the EQKE matrix combined with ablation of the position-dependent components (EQKP). SVD is a form of linear decomposition analysis, and ablation is an interventional method that establishes causal effects, placing this at Method Rung 2. The claim uses strong mechanistic language: 'attending more to larger tokens' and 'copying the tokens it attends to' which are functional attributions about what the circuit does. This constitutes a Rung 3 claim about the mechanism. There is no hedge present in the claim, which is stated as a definitive explanation of the model's algorithm. The paper's mechanistic interpretation in Section 3.1 provides interventional evidence (ablation) that supports the causal role of these components, but the claim goes further by specifying the exact algorithmic function (attending and copying), which is a mechanistic narrative beyond what the interventions alone can establish."
2406.11779,2406.11779-02,EQKE contains a single large rank-one component with singular value ~7800 around 620x larger than the second component,body,1,SVD,1,1,0,5,1,"The method used is Singular Value Decomposition (SVD), which is a dimensionality reduction analysis technique listed under Rung 1 (Observational/Associational) in the codebook. The claim states that EQKE 'contains a single large rank-one component' and provides quantitative evidence (singular value ~7800, 620x larger than second component), which is a descriptive, associational statement about the matrix structure. The linguistic markers 'contains' and the quantitative comparison are consistent with Rung 1 claims about information presence or structure. The claim includes the hedge 'around' and 'approximately', indicating uncertainty. There is no intervention or counterfactual testing, so the method is Rung 1. The claim does not assert causality or mechanism, so it is also Rung 1."
2406.11779,2406.11779-03,Zero ablating EQKP changes model accuracy from 0.9992 to 0.9993 confirming EQKP is unimportant to model functioning,body,1,Ablation,2,2,0,5,0,"The method used is ablation (specifically zero ablation), which is an interventional method that establishes causal effects by removing components and measuring performance changes. This is a Rung 2 method. The claim states that EQKP is 'unimportant to model functioning' based on the minimal change in accuracy after ablation. This is a causal claim about the component's influence on model behavior, which corresponds to Rung 2 linguistic markers like 'influences' or 'affects'. The claim does not make stronger mechanistic assertions about what the component 'encodes' or 'represents' (which would be Rung 3), nor does it claim uniqueness ('the mechanism'). The evidence directly supports the causal claim about importance without overreaching to mechanistic interpretation."
